protein_id,length_aa,annotation_status,uniprot_id,subject_db_id,description,evalue,e_val,bitscore,identity_percent,identity_pct,query_coverage,query_coverage_pct,subject_coverage
ENA|BN000065|BN000065.1_predicted_orf_1725,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1726,92,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1727,133,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1728,78,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1729,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1730,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1731,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1732,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1733,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1734,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1735,111,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1736,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1737,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1738,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1739,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1740,141,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1741,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1742,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1743,128,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1744,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1745,77,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1746,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1747,77,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1748,87,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1749,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1750,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1751,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1752,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1753,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1754,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1755,99,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1756,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1757,108,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1758,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1759,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1760,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1761,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1762,74,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1763,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1764,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1765,78,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1766,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1767,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1768,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1769,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1770,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1771,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1772,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1773,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1774,66,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1775,90,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1776,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1777,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1778,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1779,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1780,115,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1781,86,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1782,78,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1783,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1784,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1785,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1786,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1787,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1788,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1789,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1790,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1791,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1792,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1793,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1794,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1795,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1796,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1797,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1798,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1799,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1800,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1801,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1802,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1803,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1804,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1805,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1806,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1807,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1808,72,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1809,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1810,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1811,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1812,130,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1813,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1814,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1815,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1816,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1817,54,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1818,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1819,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1820,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1821,102,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1822,94,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1823,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1824,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1825,87,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1826,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1827,88,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1828,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1829,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1830,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1831,71,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1832,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1833,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1834,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1835,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1836,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1837,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1838,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1839,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1840,95,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1841,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1842,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1843,94,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1844,196,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1845,81,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1846,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1847,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1848,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1849,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1850,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1851,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1852,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1853,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1854,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1855,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1856,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1857,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1858,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1859,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1860,159,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1861,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1862,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1863,77,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1864,228,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1865,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1866,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1867,74,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1868,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1869,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1870,83,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1871,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1872,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1873,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1874,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1875,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1876,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1877,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1878,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1879,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1880,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1881,66,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1882,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1883,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1884,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1885,104,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1886,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1887,76,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1888,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1889,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1890,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1891,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1892,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1893,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1894,83,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1895,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1896,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1897,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1898,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1899,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1900,85,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1901,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1902,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1903,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1904,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1905,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1906,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1907,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1908,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1909,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1910,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1911,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1912,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1913,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1914,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1915,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1916,81,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1917,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1918,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1919,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1920,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1921,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1922,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1923,86,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1924,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1925,194,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1926,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1927,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1928,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1929,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1930,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1931,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1932,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1933,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1934,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1935,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1936,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1937,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1938,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1939,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1940,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1941,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1942,72,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1943,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1944,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1945,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1946,87,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1947,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1948,108,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1949,78,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1950,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1951,69,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1952,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1953,111,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1954,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1955,158,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1956,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1957,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1958,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1959,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1960,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1961,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1962,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1963,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1964,56,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1965,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1966,66,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1967,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_1968,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
