protein_id	length_aa	annotation_status	uniprot_id	subject_db_id	description	evalue	e_val	bitscore	identity_percent	identity_pct	query_coverage	query_coverage_pct	subject_coverage	refined_identity	refined_length	annotation_confidence
ENA|BN000065|BN000065.1_predicted_orf_1833	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1834	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1835	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1836	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1837	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1838	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1839	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1840	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1841	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1842	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1843	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1844	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1845	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1846	79	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1847	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1848	100	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1849	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1850	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1851	232	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1852	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1853	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1854	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1855	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1856	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1857	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1858	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1859	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1860	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1861	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1862	120	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1863	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1864	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1865	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1866	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1867	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1868	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1869	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1870	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1871	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1872	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1873	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1874	90	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1875	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1876	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1877	109	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1878	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1879	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1880	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1881	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1882	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1883	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1884	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1885	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1886	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1887	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1888	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1889	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1890	90	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1891	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1892	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1893	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1894	74	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1895	100	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1896	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1897	67	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1898	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1899	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1900	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1901	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1902	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1903	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1904	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1905	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1906	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1907	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1908	114	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1909	56	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1910	79	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1911	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1912	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1913	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1914	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1915	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1916	93	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1917	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1918	99	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1919	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1920	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1921	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1922	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1923	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1924	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1925	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1926	89	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1927	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1928	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1929	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1930	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1931	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1932	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1933	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1934	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1935	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1936	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1937	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1938	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1939	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1940	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1941	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1942	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1943	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1944	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1945	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1946	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1947	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1948	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1949	107	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1950	78	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1951	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1952	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1953	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1954	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1955	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1956	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1957	56	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1958	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1959	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1960	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1961	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1962	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1963	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1964	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1965	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1966	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1967	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1968	83	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1969	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1970	100	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1971	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1972	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1973	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1974	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1975	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1976	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1977	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1978	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1979	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1980	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1981	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1982	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1983	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1984	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1985	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1986	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1987	73	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1988	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1989	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1990	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1991	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1992	76	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1993	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1994	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1995	158	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1996	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1997	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1998	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_1999	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2000	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2001	75	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2002	82	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2003	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2004	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2005	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2006	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2007	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2008	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2009	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2010	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2011	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2012	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2013	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2014	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2015	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2016	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2017	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2018	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2019	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2020	67	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2021	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2022	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2023	147	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2024	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2025	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2026	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2027	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2028	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2029	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2030	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2031	56	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2032	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2033	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2034	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2035	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2036	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2037	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2038	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2039	176	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2040	80	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2041	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2042	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2043	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2044	68	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2045	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2046	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2047	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2048	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2049	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2050	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2051	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2052	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2053	98	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2054	81	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2055	83	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2056	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2057	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2058	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2059	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2060	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2061	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2062	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2063	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2064	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2065	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2066	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2067	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2068	56	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2069	135	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2070	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2071	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2072	86	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2073	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2074	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2075	107	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2076	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2077	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2078	89	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2079	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2080	222	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2081	226	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2082	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2083	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2084	77	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2085	174	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2086	87	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2087	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2088	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2089	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2090	114	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2091	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2092	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2093	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2094	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2095	120	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2096	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2097	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2098	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_2099	31	Hypothetical Protein		None	hypothetical protein											0.0
